pol,text
positive,Did you know the 23rd is National Hot Dog Day? We're giving away free hot dogs to all our fans at the game! http://t.co/SvywShFsif	
neutral,Took a pic of this guy who sat in front of me during Miss USA b/c he looked important. I guess he is pretty important http://t.co/UfhKazyi3L	
neutral,Details make Watchman's origins seem even more mysterious.  And now perhaps a 3rd book?  #GoSetAWatchman #HarperLee  https://t.co/l2XuPxxAxz	
neutral,McAllen native Ylianna Guerra the 1st runner up in the Miss USA pageant arrives today at 2 p.m. at McAllen... http://t.co/A7Al1BwsZv	
positive,2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!	
neutral,Under #SexySocialism David Cameron &amp; George Osborne will undertake the 1st manned mission 2 Pluto.	
positive,Did you hear about Harper Lee's 3rd novel? ;) http://t.co/5PrB1SgzXU Don't forget to put Go Set a Watchman on hold at your library!	
neutral,Wouldn't say shes in the elite or top singers in KPOP now but goes to show how big 1st impressions or one bad moment in negative light lasts	
positive,I may not be Miss USA but I am still Miss Minnesota USA! I am looking forward to the appearances I have coming up!! #bemorethanpretty	
negative,Taylor Swift's song Bad Blood may be the most annoying song that's currently playing on the radio #TooRepetitive	
neutral,Customers eager to read 'Go Set a Watchman' buy it at midnight - York Daily Record/Sunday News http://t.co/Eqlcqt870M	
negative,Completely agree. Rolling stone is Such a sell out! Fuck it you may as well put Paris Hilton on there http://t.co/TaETO1OzBp	
neutral,Discussing the T Swift vs K Perry feud with boyf (he was unaware). He's a big fan of both. He says he's torn. May have to boycott Bad Blood.	
positive,National Ice Cream day is Sunday July 19th! We are ready to celebrate it on Thursday!!   We will be treating the... http://t.co/sIHzeE8ZBp	
negative,@eatyourkimchi Was there a specific reason you guys stopped doing Kpop Music Monday?  Feel out of touch with KPOP since you stopped. :(	
positive,Sunday is National Ice Cream Day!   We will have SUPERCold Science Shows at 2:00 &amp; 4:00pm with samples of Liquid... http://t.co/xppe1YuNCA	
positive,Don't have plans for National Ice Cream Day this Sunday? Well now you do! Come celebrate by getting a Dole Whip... http://t.co/SKCYewlguZ	
neutral,@alanthomasdoyle @FureyAndrew @taylorswift13 It may have been Mean to miss TS in DC but we'll Shake It Off and put aside the Bad Blood	
neutral,Josh Hamilton just hit a record 28 HR in the 1st round of the 2008 Home Run Derby.  5 HR for Chase Utley. He saves them for when it counts.	
negative,Still can't believe Ryan Braun and Jew Unit were able to beat the 1st test on technicality that his piss was mishandled!	
positive,Enjoy the summer celebrate National Ice Cream Day this Sunday! Visit Honey Cup in the Channel Islands Harbor... http://t.co/Wt9KGpSrRJ	
neutral,Here's one from Sunday night at the Miss USA after party. The bottles frozen into the ice are a special version... http://t.co/lFZXK3JwUi	
positive,K-Rod is just trying to set up Ryan Braun for a walk off grand slam in the 9th. He's all about making his teammates look good. #selfless	
neutral,Ryan Braun leadoff triple to start the 9th. Casual. @BrewerNation	
neutral,AL 6-2 NL (B9) Ryan Braun the last batter to be used by the NL and he squeezes it up the 1st base line for a triple! Surely not...	
neutral,Bottom 9th now - Braun up - Perkins in - Ryan Braun triples down the right field line - #Brewers #BrewCrew #MLB @MLB @MlbstevenThe	
neutral,Ryan Braun with a triple off of Glen Perkins in the 9th! #Brewers #ASG2015	
neutral,The #AL leads the #NL 6-2 in the bottom of the 9th but Ryan Braun leads off with a triple. #ASG2015	
positive,Ryan Braun making the ever so smart Stretch To A Triple When Down 4 Runs in the 9th	
neutral,Brandon Crawford knocks in Ryan Braun with a sac fly in the 9th. 6-3 AL #ASG	
neutral,Ryan Braun baseball's antihero just shows up in the 9th and hits a triple	
positive,Ryan Braun with a 9th inning Triple in the All-Star Game! Doing his part to get the #Brewers homefield adv--nevermind.	
neutral,Chapman throws his 104 mph knuckleball striking out the AL to end the 8th but Ryan Braun comes back with a triple for the NL and scores	
neutral,Brandon Crawford brings home Ryan Braun after he tripled to lead off the 9th. NL still trails 6-3	
neutral,Ryan Braun led off 9th with 3B and scored on SF but that's all NL gets as AL wins #ASG2015 6-3. @Local12	
neutral,Leadoff triple for Ryan Braun in 9th. Brandon Crawford sac fly makes it 6-3 but not enough. AL wins 6-3 will have home field edge in Series	
neutral,@CWNM don't recall the AL scoring but Ryan Braun scored on sac fly in 9th	
neutral,'Ryan Braun' appeared on Monday 13 at the 11th place in the Top20 of Milwaukee's Trends: http://t.co/liJEdaFqjr #trndnl	
neutral,I want to go to Kpop night on Friday but I'll be mad if it's not just 5 hours of GOOD BOY on repeat. #eternaljam	
neutral,@Ellysa_Maye nahit just moved to youtube!Rolling Stone may be the one dying!	
positive,Catch Paul McCartney on Saturday Night Live tonight!	
neutral,Sinead O'Connor calls out Rolling Stone for putting Kim Kardashian on the cover - Minneapolis Sun Times http://t.co/nIngsl9qOj	
neutral,Lonely star Thurs the zone gone rolling Stone  https://t.co/u5s0mj3PHs	
positive,This may be the coolest thing on the 'net. Def my favorite. &gt; Soul Train - Papa Was A Rolling Stone https://t.co/O9ib4Ylm7z via @YouTube	
neutral,The Sultan of Sokoto Alhaji Sa'ad Abubakar has said Boko Haram terrorist are out to spoil the name of Islam as a whole. May they be exposed	
negative,Road accident is the 2nd highest source of violent death after Boko Haram in Nigeria.Yetno data to warn citizens @BudgITng #DATARevolution	
neutral,Ahead of last weeks budget George Osborne indicated that he intends to relax Sunday Trading laws...  http://t.co/JdiKLUJ8z4	
neutral,ok so i know that yall are into kpop now but why havent i seen anything about BoA eat you up was my 7th grade Jam	
neutral,Taking Go Set a Watchman with me to the beach tomorrow the critics haven't put me off in the slightest http://t.co/qFMjK7x8Cg	
neutral,Hello @HOMEmcr is it true that George Osborne is visiting/speaking on Friday lunch time?	
neutral,Wait - Go Set A Watchman is really the 1st draft of Mockingbird? Then why is it being published as a separate novel?	
neutral,Let George Osborne know how you feel in Manchester on Friday #EndAusterityNow http://t.co/ijwG40rgdo	
positive,Delivery has just arrived for Sunday's National Ice Cream Day. Staff are getting excited here for their sundae's!... http://t.co/PnbAq8HalS	
positive,Congratulations to Olivia Jordan who won Miss USA on Sunday!!  Olivia worked with us for several years while at... http://t.co/ahIJneVBx9	
neutral,I just realized. After the whole slow mo march of T. Swift and her squad in Bad Blood all she and Selena did was slap each other?	
neutral,So George Osborne Therera May &amp; Yvette Cooper all of whom want to be the next PM are teaming up to stop Boris. He's the one they all fear	
positive,Harper Lee's second novel Go Set a Watchman may be block-buster; but the big read is Charles Dickens' All the Year Round.	
positive,@BaekDoXiuHun Hi! My bias is KAI bc he stole my heart the 1st tym I saw him in Growl. He is my 1st love in KPOP &amp; it's not changing til now	
neutral,George Osborne on British contributions we do not have a veto ... and we have to live with the consequences. https://t.co/gYggfOTfTE	
negative,Hearing that #ToKillAMockingbird and #GoSetAWatchman have identical passages gives more reason not to read it... Watchman is a 1st draft!	
neutral,It may be a giant leap for cable net Reelz but the Miss USA pageant took a few steps backward on Sunday night.... http://t.co/gHHIvwAsM9	
positive,.@MiamiSmokers is joining us for National Hot Dog day on the 23rd. Hawt dawg! http://t.co/U8VdvHJq2e http://t.co/leWPQRYNjs	
positive,Go Set a Watchman's UK sales top 100000 in one day | Books | @GuardianBooks http://t.co/zUrMoNRHKk	
positive,Whatever thoughts and feelings Watchman is giving you come along on July 29th to chat all things Mockingbird! It'll be a lively discussion!	
positive,With flashes of flesh and impressive resumes Miss USA was crowned Sunday after the pageant was shunned by major networks following	
positive,Congratulations to Ylianna Guerra! 1st runner up @ the Miss USA this past weekend! Photo:Darren DeckerJosh Brasted http://t.co/UhYftP7yAN	
neutral,@johnsonsbanger @JackJackJohnson you never know. It may be a song lyric from one of their songs on Calibraska	
positive,Sunday is National Ice Cream Day! Take the CapeFLYER to get your ice cream fix! @4SeasIceCream @Katiesicecream http://t.co/IuBDkP0PIo	
neutral,So Kim Kardashian is on the cover of Rolling Stone?  Why the outrage? She may be unsavory but she is still a current trend.	
neutral,#DonaldTrump 's Miss USA Pageant set a record low on Sunday with only 925K viewers. And let that be a reminder 2 all of us. It was on Sunday	
neutral,Just had a vision (it was a couple minutes ago but Rousey had priority): Dean Ambrose turns heel on Reigns on Sunday. Match at Summerslam.	
positive,National Hot Dog Day is July 23 come join us for the all American celebration.	
neutral,It'd be nice if this woman from Sirius gets back to me about KPOP&amp;U. I sent her a follow-up email Monday &amp; it's almost the end of the week.	
neutral,I know what I'm doing the 24th preoredering Calibraska by Jack and Jack!	
neutral,WWE 2K15 Randy Orton 11 you may have won tonight but at Wrestlemania I'm sending you to Suplex City Bitch	
neutral,@KXnOFanatics I was the dude wearing the Iron Maiden shirt and Cubs hat by the stage on 13th. I think it was Sat. Both days are a bit hazy.	
positive,In #Toronto for the #PanAmGames?  Wanna party Gangnam Style with 100's of Kpop fans? See you Friday night. https://t.co/6bv2MA8YQS  #PanAm	
positive,May we remind folks National Hot Dog Day is coming up on July 23rd - blowout specials that day! #foodporn #nomnom http://t.co/CQ4wFAAfPP	
neutral,if the song with jack and jack ft. alli simpson is on Calibraska I may have to brace myself and not download the EP	
positive,I can't wait to go home this weekend relax see my pets eat homemade food and read Go Set a Watchman. Is it Friday yet?	
neutral,Just used my #Legendary Google cardboard to watch the #CrimsonPeak trailer for the 5th time and Paul McCartney performing Live and Let Die	
positive,@jackjackjohnson   @jackgilinsky  Am i the only one EXCITED about Calibraska coming out July 24th?! http://t.co/5tulGARM0V	
positive,@robotovee yeah i still remember their HQ at Hongdae. So small. So happy that they r the 3rd largest company in Kpop now	
positive,Olivia Jordan is the 2nd American woman to hold the title of both Miss World America and Miss USA http://t.co/BguBzbBA83	
negative,It's kinda awful when you can relate to that Bad Blood song. Bc it's my life Monday thru Thursday. I did NOTHING! And if I did tell me!	
neutral,Would you like to be a monk? C'mon lets go get drunk. Do you think Paul McCartney is okay? We're from Rolling Stone so it's okay. L.R.	
neutral,Would you like to be a monk? C'mon lets go get drunk. Do you think Paul McCartney is okay? We're from Rolling Stone so it's okay. L.R.	
positive,Pre-Oder Available For Calibraska on July 24!! I'll order it right a way as well should everyone else! #CalibraskaEP	
positive,#TBT - Who doesn't love it when the ice cream truck comes to visit?  National Ice Cream Day is Sunday July 19th! http://t.co/dKbvWy43Rw	
neutral,Photo: we-are-lucifers: Hi..NOTICE !! 4th of Seprember will be realesed the new album band IRON MAIDEN... http://t.co/RpyTmbTcff	
positive,So I got the job at Dunkin and I'm leaving for Cali Wednesday	
positive,National Ice Cream Day is on Sunday. What better way to celebrate than to check out these ice cream treats you... http://t.co/p12qqiImmm	
positive,Wonder how it feels like to be Paul McCartney. Like on throw back Thursday does he look back and marvel at the time he was a Beatle?	
positive,Singing Rising Sun out loud has got to be one of the most exhilirating and stress relieving things known to KPop fans haha  RISIIIIINGGGGGGG	
positive,Another Iron Maiden beer out? This may mean another review is on the way	
